field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,AVG_TEMP(bioclim),SOC%weight(USA48)5cm,TOT_N%weight(USA48)5cm,SOC(USA48)15cm,TOT_N(USA48)15cm,AVG_SOC,AVG_TOTN,CN_RATIO(USA48),FIA_avg_soil_c,FIA_avg_soil_n,FIA_CN_RATIO,SOC(ORNL)g/m2,TOTN(ORNL)g/m2,CN_RATIO(ORNL)
1978,2.54E+14,1.77E+14,NA,2010,12,4,85,15,1,1,111,9.7,59,35,1,65,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.959581,-80.185607,23.2674,48,42,27,39,37.5,40.5,0.925925926,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1979,2.54E+14,1.77E+14,NA,2010,12,4,85,31,2,1,111,18,54,60,1,50,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.175389,-80.388999,23.01599,9,16,11,10,10,13,0.769230769,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1980,2.56E+14,1.77E+14,NA,2010,12,4,99,57,2,1,111,13.2,68,43,1,70,50,NA,NA,NA,1,NA,1,NA,3/2/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.816528,-80.206911,23.55168,71,84,56,70,63.5,77,0.824675325,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1981,2.54E+14,1.77E+14,NA,2010,12,4,99,79,1,1,111,9.7,31,20,1,47,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.862978,-80.226781,23.2674,176,90,135,39,155.5,64.5,2.410852713,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1982,2.54E+14,1.77E+14,NA,2010,12,4,99,104,1,1,111,11,49,23,1,64,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.796301,-80.392806,23.30009,26,39,31,33,28.5,36,0.791666667,NA,NA,#VALUE!,25.11639977,0.545073,46.07896515
1983,2.60E+14,2.50E+14,NA,2011,12,1,1,8,2,1,111,7.2,58,19,1,80,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.491855,-82.464596,20.79311,23,21,14,10,18.5,15.5,1.193548387,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
1984,2.59E+14,2.50E+14,NA,2011,12,1,1,14,1,1,111,10.7,62,12,1,100,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.60143,-82.577132,20.70206,14,17,11,9,12.5,13,0.961538462,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
1985,2.59E+14,2.50E+14,NA,2011,12,1,1,17,1,1,111,7.3,46,13,1,79,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.513479,-82.181402,20.52882,35,29,15,14,25,21.5,1.162790698,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
1986,2.59E+14,2.50E+14,NA,2011,12,1,1,20,3,1,111,7.6,59,16,1,86,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.914965,-82.508599,20.34897,72,100,15,41,43.5,70.5,0.617021277,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
1987,2.60E+14,2.50E+14,NA,2011,12,1,1,33,2,1,121,17,63,41,1,64,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.800255,-82.525088,20.58401,17,19,13,8,15,13.5,1.111111111,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
1988,2.60E+14,2.50E+14,NA,2011,12,1,1,38,1,1,111,8.1,58,15,1,88,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.753549,-82.656463,20.58401,22,11,12,8,17,9.5,1.789473684,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
1989,2.60E+14,2.50E+14,NA,2011,12,1,3,6,2,1,111,12.2,82,29,1,93,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.301147,-82.151508,20.00641,79,82,31,63,55,72.5,0.75862069,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1990,2.60E+14,2.50E+14,NA,2011,12,1,3,9,1,1,111,7,54,18,1,77,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.196603,-82.16757,19.88092,55,29,21,12,38,20.5,1.853658537,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1991,2.60E+14,2.50E+14,NA,2011,12,1,3,15,1,1,121,13.7,89,76,1,77,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.367305,-82.277202,19.82829,88,34,19,11,53.5,22.5,2.377777778,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1992,2.60E+14,2.50E+14,NA,2011,12,1,3,24,1,1,111,6.2,36,14,1,64,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.206709,-82.365342,19.78861,53,25,17,9,35,17,2.058823529,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1993,2.60E+14,2.50E+14,NA,2011,12,1,3,25,1,1,121,12.3,78,65,1,70,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.28118,-82.4373,19.78861,62,26,22,19,42,22.5,1.866666667,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1994,6.44E+12,2.50E+14,NA,2011,12,1,3,33,2,1,111,6.4,56,16,1,83,50,NA,NA,NA,1,NA,1,NA,11/1/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.423008,-82.237608,19.82829,22,25,14,13,18,19,0.947368421,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1995,2.60E+14,2.50E+14,NA,2011,12,1,3,147,1,1,111,13.8,96,67,1,90,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.430914,-82.302421,19.82829,62,22,18,7,40,14.5,2.75862069,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1996,2.60E+14,2.50E+14,NA,2011,12,1,3,151,2,1,111,10.8,92,68,1,86,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.347794,-82.328449,19.82829,66,31,21,13,43.5,22,1.977272727,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
1997,2.60E+14,2.50E+14,NA,2011,12,1,3,181,1,1,111,7.9,45,46,1,45,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.527058,-82.374419,19.65466,76,32,218,125,147,78.5,1.872611465,NA,NA,#VALUE!,57.61999893,0.545073,105.7106093
1998,2.60E+14,2.50E+14,NA,2011,12,1,3,181,2,1,111,7.9,45,46,1,45,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.527058,-82.374419,19.65466,76,32,218,125,147,78.5,1.872611465,NA,NA,#VALUE!,57.61999893,0.545073,105.7106093
1999,2.59E+14,2.50E+14,NA,2011,12,1,7,4,1,1,111,7.5,45,28,1,55,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.975596,-82.205959,20.18664,61,24,44,10,52.5,17,3.088235294,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
2000,2.59E+14,2.50E+14,NA,2011,12,1,7,6,1,1,111,9.2,65,21,1,84,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.062565,-82.107426,20.07779,53,53,16,13,34.5,33,1.045454545,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
2001,2.59E+14,2.50E+14,NA,2011,12,1,7,6,2,1,111,9.2,65,21,1,84,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.062565,-82.107426,20.07779,53,53,16,13,34.5,33,1.045454545,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
2002,2.59E+14,2.50E+14,NA,2011,12,1,7,12,1,1,131,10.3,67,19,2,98,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.88217,-82.359653,20.27419,51,32,16,17,33.5,24.5,1.367346939,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
2003,2.59E+14,2.50E+14,NA,2011,12,1,7,14,1,1,111,9.1,64,38,1,68,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.123352,-82.090023,20.07779,85,86,71,62,78,74,1.054054054,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
2004,2.59E+14,2.50E+14,NA,2011,12,1,7,16,1,1,121,15.2,72,90,1,61,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.816481,-82.047208,20.42205,13,10,10,2,11.5,6,1.916666667,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
2005,2.59E+14,2.50E+14,NA,2011,12,1,7,20,1,1,111,7.6,57,28,1,68,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.96798,-82.118022,20.28267,37,29,22,12,29.5,20.5,1.43902439,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
2006,2.59E+14,2.50E+14,NA,2011,12,1,19,3,1,1,121,7.9,38,18,1,58,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.11303,-81.926711,20.28551,29,31,18,32,23.5,31.5,0.746031746,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
2007,2.59E+14,2.50E+14,NA,2011,12,1,19,5,1,1,111,9.1,61,31,1,69,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.960192,-81.837607,20.29767,23,14,12,5,17.5,9.5,1.842105263,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
2008,2.59E+14,2.50E+14,NA,2011,12,1,19,5,3,1,111,9.1,61,31,1,69,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.960192,-81.837607,20.29767,23,14,12,5,17.5,9.5,1.842105263,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
2009,2.60E+14,2.50E+14,NA,2011,12,1,19,11,1,1,111,10.7,75,35,1,81,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.777368,-81.967688,20.5099,15,3,10,3,12.5,3,4.166666667,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
2010,2.60E+14,2.50E+14,NA,2011,12,1,19,11,2,1,111,10.7,75,35,1,81,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.777368,-81.967688,20.5099,15,3,10,3,12.5,3,4.166666667,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
2011,2.59E+14,2.50E+14,NA,2011,12,1,19,14,1,1,121,12.7,62,67,1,55,50,NA,NA,NA,1,NA,1,NA,5/26/2011,10854,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.961466,-81.719453,20.36319,12,10,14,8,13,9,1.444444444,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
2012,2.60E+14,2.50E+14,NA,2011,12,1,23,15,1,1,827,13.6,61,48,28,61,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.064205,-82.529616,20.15058,87,69,39,49,63,59,1.06779661,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
